pais,año,indice_quiebras_eurostat
Euro area – 21 countries (from 2026),2020,101.6
Euro area – 21 countries (from 2026),2021,100.0
Euro area – 21 countries (from 2026),2022,119.3
Euro area – 21 countries (from 2026),2023,147.0
Euro area – 21 countries (from 2026),2024,173.3
Euro area – 21 countries (from 2026),2025,185.5
Estonia,2015,123.8
Estonia,2016,152.4
Estonia,2017,181.0
Estonia,2018,147.6
Estonia,2019,138.1
Estonia,2020,104.8
Estonia,2021,100.0
Estonia,2022,61.9
Estonia,2023,104.8
Estonia,2024,119.0
Estonia,2025,190.5
Greece,2021,
Greece,2022,182.4
Greece,2023,382.4
Greece,2024,476.5
Greece,2025,741.2
Spain,2015,69.5
Spain,2016,56.5
Spain,2017,57.8
Spain,2018,61.7
Spain,2019,72.4
Spain,2020,55.4
Spain,2021,100.0
Spain,2022,145.9
Spain,2023,140.3
Spain,2024,177.6
Spain,2025,169.4
European Union - 27 countries (from 2020),2015,184.2
European Union - 27 countries (from 2020),2016,159.9
European Union - 27 countries (from 2020),2017,150.0
European Union - 27 countries (from 2020),2018,143.0
European Union - 27 countries (from 2020),2019,145.9
European Union - 27 countries (from 2020),2020,105.7
European Union - 27 countries (from 2020),2021,100.0
European Union - 27 countries (from 2020),2022,112.8
European Union - 27 countries (from 2020),2023,144.2
European Union - 27 countries (from 2020),2024,160.9
European Union - 27 countries (from 2020),2025,169.7
Finland,2020,93.7
Finland,2021,100.0
Finland,2022,108.0
Finland,2023,131.9
Finland,2024,131.9
Finland,2025,142.8
France,2015,232.0
France,2016,211.0
France,2017,203.5
France,2018,195.7
France,2019,188.1
France,2020,114.7
France,2021,100.0
France,2022,154.6
France,2023,203.8
France,2024,233.5
France,2025,233.8
Croatia,2015,69.2
Croatia,2016,307.3
Croatia,2017,211.9
Croatia,2018,150.5
Croatia,2019,117.2
Croatia,2020,80.7
Croatia,2021,100.0
Croatia,2022,99.7
Croatia,2023,77.3
Croatia,2024,77.7
Croatia,2025,56.9
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,100.0
Hungary,2022,188.4
Hungary,2023,524.8
Hungary,2024,380.9
Hungary,2025,322.0
Iceland,2015,61.4
Iceland,2016,118.7
Iceland,2017,78.9
Iceland,2018,102.3
Iceland,2019,81.9
Iceland,2020,70.8
Iceland,2021,100.0
Iceland,2022,32.2
Iceland,2023,113.5
Iceland,2024,82.5
Iceland,2025,88.9
Italy,2015,170.6
Italy,2016,148.9
Italy,2017,137.2
Italy,2018,124.3
Italy,2019,127.3
Italy,2020,81.9
Italy,2021,100.0
Italy,2022,77.9
Italy,2023,81.8
Italy,2024,98.1
Italy,2025,94.0
Lithuania,2015,328.5
Lithuania,2016,443.5
Lithuania,2017,534.9
Lithuania,2018,393.0
Lithuania,2019,249.5
Lithuania,2020,101.6
Lithuania,2021,100.0
Lithuania,2022,128.5
Lithuania,2023,147.3
Lithuania,2024,130.1
Lithuania,2025,118.8
Luxembourg,2015,78.4
Luxembourg,2016,98.3
Luxembourg,2017,74.7
Luxembourg,2018,97.5
Luxembourg,2019,95.9
Luxembourg,2020,85.1
Luxembourg,2021,100.0
Luxembourg,2022,80.5
Luxembourg,2023,73.9
Luxembourg,2024,71.0
Luxembourg,2025,81.3
Latvia,2015,375.4
Latvia,2016,350.8
Latvia,2017,286.2
Latvia,2018,264.6
Latvia,2019,236.9
Latvia,2020,149.2
Latvia,2021,100.0
Latvia,2022,113.8
Latvia,2023,86.2
Latvia,2024,98.5
Latvia,2025,84.6
Montenegro,2021,100.0
Montenegro,2022,130.0
Montenegro,2023,41.8
Montenegro,2024,50.6
Montenegro,2025,
North Macedonia,2020,96.3
North Macedonia,2021,100.0
North Macedonia,2022,77.8
North Macedonia,2023,86.4
North Macedonia,2024,112.3
North Macedonia,2025,109.9
Malta,2015,200.0
Malta,2016,0.0
Malta,2017,200.0
Malta,2018,0.0
Malta,2019,150.0
Malta,2020,50.0
Malta,2021,100.0
Malta,2022,0.0
Malta,2023,200.0
Malta,2024,100.0
Malta,2025,0.0
Netherlands,2015,388.2
Netherlands,2016,336.9
Netherlands,2017,255.0
Netherlands,2018,239.3
Netherlands,2019,255.9
Netherlands,2020,203.3
Netherlands,2021,100.0
Netherlands,2022,129.3
Netherlands,2023,205.7
Netherlands,2024,245.0
Netherlands,2025,213.3
Norway,2015,179.4
Norway,2016,168.5
Norway,2017,172.2
Norway,2018,204.3
Norway,2019,200.8
Norway,2020,159.3
Norway,2021,100.0
Norway,2022,123.7
Norway,2023,152.5
Norway,2024,161.5
Norway,2025,141.6
Poland,2015,200.0
Poland,2016,162.0
Poland,2017,147.8
Poland,2018,152.2
Poland,2019,182.6
Poland,2020,159.8
Poland,2021,100.0
Poland,2022,81.5
Poland,2023,102.2
Poland,2024,97.8
Poland,2025,101.1
Portugal,2015,254.7
Portugal,2016,194.0
Portugal,2017,154.2
Portugal,2018,130.2
Portugal,2019,115.7
Portugal,2020,110.6
Portugal,2021,100.0
Portugal,2022,79.9
Portugal,2023,90.3
Portugal,2024,86.7
Portugal,2025,88.4
Romania,2015,137.1
Romania,2016,61.0
Romania,2017,57.3
Romania,2018,75.6
Romania,2019,84.7
Romania,2020,77.4
Romania,2021,100.0
Romania,2022,38.7
Romania,2023,37.1
Romania,2024,37.0
Romania,2025,40.6
Serbia,2021,
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2021,100.0
Sweden,2022,116.7
Sweden,2023,137.1
Sweden,2024,162.1
Sweden,2025,164.8
Slovenia,2015,95.8
Slovenia,2016,105.9
Slovenia,2017,125.0
Slovenia,2018,122.9
Slovenia,2019,110.6
Slovenia,2020,115.3
Slovenia,2021,100.0
Slovenia,2022,86.9
Slovenia,2023,71.6
Slovenia,2024,84.3
Slovenia,2025,74.6
Slovakia,2015,61.6
Slovakia,2016,42.4
Slovakia,2017,109.3
Slovakia,2018,238.4
Slovakia,2019,230.8
Slovakia,2020,134.3
Slovakia,2021,100.0
Slovakia,2022,84.9
Slovakia,2023,87.2
Slovakia,2024,76.7
Slovakia,2025,89.5
Ukraine,2021,100.0
Ukraine,2022,72.8
Ukraine,2023,125.4
Ukraine,2024,114.0
Ukraine,2025,120.2
Kosovo*,2021,100.0
Kosovo*,2022,81.1
Kosovo*,2023,77.5
Kosovo*,2024,93.7
Kosovo*,2025,78.4
Austria,2020,-43.7
Austria,2021,-4.0
Austria,2022,73.9
Austria,2023,11.6
Austria,2024,21.2
Austria,2025,0.7
Belgium,2015,-9.7
Belgium,2016,-4.9
Belgium,2017,6.8
Belgium,2018,-6.0
Belgium,2019,3.6
Belgium,2020,-33.9
Belgium,2021,-14.3
Belgium,2022,44.4
Belgium,2023,3.6
Belgium,2024,11.6
Belgium,2025,0.7
Bulgaria,2015,7.9
Bulgaria,2016,40.7
Bulgaria,2017,38.8
Bulgaria,2018,-7.8
Bulgaria,2019,13.8
Bulgaria,2020,-13.6
Bulgaria,2021,9.5
Bulgaria,2022,10.4
Bulgaria,2023,-15.7
Bulgaria,2024,10.3
Bulgaria,2025,20.5
Cyprus,2016,-37.1
Cyprus,2017,-23.5
Cyprus,2018,-61.5
Cyprus,2019,79.8
Cyprus,2020,11.1
Cyprus,2021,10.0
Cyprus,2024,0.0
Cyprus,2025,99.7
Czechia,2022,-2.3
Czechia,2023,-14.2
Czechia,2024,1.0
Czechia,2025,11.7
Germany,2015,-5.7
Germany,2016,-11.8
Germany,2017,-4.0
Germany,2018,-9.4
Germany,2019,-3.6
Germany,2020,-22.1
Germany,2021,-13.9
Germany,2022,5.5
Germany,2023,25.5
Germany,2024,21.3
Germany,2025,12.3
Denmark,2015,9.6
Denmark,2016,46.2
Denmark,2017,4.8
Denmark,2018,3.6
Denmark,2019,15.9
Denmark,2020,-37.4
Denmark,2021,31.1
Denmark,2022,3.8
Denmark,2023,-9.5
Denmark,2024,-17.3
Denmark,2025,-0.5
Euro area - 19 countries  (2015-2022),2015,-3.8
Euro area - 19 countries  (2015-2022),2016,-11.8
Euro area - 19 countries  (2015-2022),2017,-5.9
Euro area - 19 countries  (2015-2022),2018,-5.8
Euro area - 19 countries  (2015-2022),2019,-0.6
Euro area - 19 countries  (2015-2022),2020,-30.9
Euro area - 19 countries  (2015-2022),2021,-2.1
Euro area - 19 countries  (2015-2022),2022,12.2
Euro area - 19 countries  (2015-2022),2023,14.3
Euro area – 20 countries (2023-2025),2015,-3.8
Euro area – 20 countries (2023-2025),2016,-10.7
Euro area – 20 countries (2023-2025),2017,-6.3
Euro area – 20 countries (2023-2025),2018,-6.1
Euro area – 20 countries (2023-2025),2019,-0.8
Euro area – 20 countries (2023-2025),2020,-30.9
Euro area – 20 countries (2023-2025),2021,-1.9
Euro area – 20 countries (2023-2025),2022,19.6
Euro area – 20 countries (2023-2025),2023,24.3
Euro area – 20 countries (2023-2025),2024,18.0
Euro area – 20 countries (2023-2025),2025,6.8
Euro area – 21 countries (from 2026),2015,-3.7
Euro area – 21 countries (from 2026),2016,-10.2
Euro area – 21 countries (from 2026),2017,-5.6
Euro area – 21 countries (from 2026),2018,-6.1
Euro area – 21 countries (from 2026),2019,-0.5
Euro area – 21 countries (from 2026),2020,-30.5
Euro area – 21 countries (from 2026),2021,-1.6
Euro area – 21 countries (from 2026),2022,19.3
Euro area – 21 countries (from 2026),2023,23.2
Euro area – 21 countries (from 2026),2024,17.9
Euro area – 21 countries (from 2026),2025,7.0
Estonia,2015,-31.6
Estonia,2016,23.1
Estonia,2017,18.8
Estonia,2018,-18.5
Estonia,2019,-6.4
Estonia,2020,-24.1
Estonia,2021,-4.6
Estonia,2022,-38.1
Estonia,2023,69.3
Estonia,2024,13.5
Estonia,2025,60.1
Greece,2022,
Greece,2023,109.6
Greece,2024,24.6
Greece,2025,55.6
Spain,2015,-17.2
Spain,2016,-18.7
Spain,2017,2.3
Spain,2018,6.7
Spain,2019,17.3
Spain,2020,-23.5
Spain,2021,80.5
Spain,2022,45.9
Spain,2023,-3.8
Spain,2024,26.6
Spain,2025,-4.6
European Union - 27 countries (from 2020),2015,-10.4
European Union - 27 countries (from 2020),2016,-13.2
European Union - 27 countries (from 2020),2017,-6.2
European Union - 27 countries (from 2020),2018,-4.7
European Union - 27 countries (from 2020),2019,2.0
European Union - 27 countries (from 2020),2020,-27.6
European Union - 27 countries (from 2020),2021,-5.4
European Union - 27 countries (from 2020),2022,12.8
European Union - 27 countries (from 2020),2023,27.8
European Union - 27 countries (from 2020),2024,11.6
European Union - 27 countries (from 2020),2025,5.5
Finland,2021,6.7
Finland,2022,8.0
Finland,2023,22.1
Finland,2024,0.0
Finland,2025,8.3
France,2015,-1.0
France,2016,-9.1
France,2017,-3.6
France,2018,-3.8
France,2019,-3.9
France,2020,-39.0
France,2021,-12.8
France,2022,54.6
France,2023,31.8
France,2024,14.6
France,2025,0.1
Croatia,2016,344.1
Croatia,2017,-31.0
Croatia,2018,-29.0
Croatia,2019,-22.1
Croatia,2020,-31.1
Croatia,2021,23.9
Croatia,2022,-0.3
Croatia,2023,-22.5
Croatia,2024,0.5
Croatia,2025,-26.8
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,
Hungary,2022,88.4
Hungary,2023,178.6
Hungary,2024,-27.4
Hungary,2025,-15.5
Iceland,2015,-28.1
Iceland,2016,93.3
Iceland,2017,-33.5
Iceland,2018,29.7
Iceland,2019,-19.9
Iceland,2020,-13.6
Iceland,2021,41.2
Iceland,2022,-67.8
Iceland,2023,252.5
Iceland,2024,-27.3
Iceland,2025,7.8
Italy,2015,-5.1
Italy,2016,-12.7
Italy,2017,-7.9
Italy,2018,-9.4
Italy,2019,2.4
Italy,2020,-35.7
Italy,2021,22.1
Italy,2022,-22.1
Italy,2023,5.0
Italy,2024,19.9
Italy,2025,-4.2
Lithuania,2015,49.0
Lithuania,2016,35.0
Lithuania,2017,20.6
Lithuania,2018,-26.5
Lithuania,2019,-36.5
Lithuania,2020,-59.3
Lithuania,2021,-1.6
Lithuania,2022,28.5
Lithuania,2023,14.6
Lithuania,2024,-11.7
Lithuania,2025,-8.7
Luxembourg,2015,-7.9
Luxembourg,2016,25.4
Luxembourg,2017,-24.0
Luxembourg,2018,30.5
Luxembourg,2019,-1.6
Luxembourg,2020,-11.3
Luxembourg,2021,17.5
Luxembourg,2022,-19.5
Luxembourg,2023,-8.2
Luxembourg,2024,-3.9
Luxembourg,2025,14.5
Latvia,2016,-6.6
Latvia,2017,-18.4
Latvia,2018,-7.5
Latvia,2019,-10.5
Latvia,2020,-37.0
Latvia,2021,-33.0
Latvia,2022,13.8
Latvia,2023,-24.3
Latvia,2024,14.3
Latvia,2025,-14.1
Montenegro,2022,30.0
Montenegro,2023,-67.8
Montenegro,2024,21.1
Montenegro,2025,
North Macedonia,2021,3.8
North Macedonia,2022,-22.2
North Macedonia,2023,11.1
North Macedonia,2024,30.0
North Macedonia,2025,-2.1
Malta,2020,-66.7
Malta,2021,100.0
Malta,2024,-50.0
Netherlands,2015,-22.7
Netherlands,2016,-13.2
Netherlands,2017,-24.3
Netherlands,2018,-6.2
Netherlands,2019,6.9
Netherlands,2020,-20.6
Netherlands,2021,-50.8
Netherlands,2022,29.3
Netherlands,2023,59.1
Netherlands,2024,19.1
Netherlands,2025,-12.9
Norway,2016,-6.1
Norway,2017,2.2
Norway,2018,18.6
Norway,2019,-1.7
Norway,2020,-20.7
Norway,2021,-37.2
Norway,2022,23.7
Norway,2023,23.3
Norway,2024,5.9
Norway,2025,-12.3
Poland,2015,-9.8
Poland,2016,-19.0
Poland,2017,-8.8
Poland,2018,3.0
Poland,2019,20.0
Poland,2020,-12.5
Poland,2021,-37.4
Poland,2022,-18.5
Poland,2023,25.4
Poland,2024,-4.3
Poland,2025,3.4
Portugal,2015,125.4
Portugal,2016,-23.8
Portugal,2017,-20.5
Portugal,2018,-15.6
Portugal,2019,-11.1
Portugal,2020,-4.4
Portugal,2021,-9.6
Portugal,2022,-20.1
Portugal,2023,13.0
Portugal,2024,-4.0
Portugal,2025,2.0
Romania,2016,-55.5
Romania,2017,-6.1
Romania,2018,31.9
Romania,2019,12.0
Romania,2020,-8.6
Romania,2021,29.2
Romania,2022,-61.3
Romania,2023,-4.1
Romania,2024,-0.3
Romania,2025,9.7
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2022,16.7
Sweden,2023,17.5
Sweden,2024,18.2
Sweden,2025,1.7
Slovenia,2016,10.5
Slovenia,2017,18.0
Slovenia,2018,-1.7
Slovenia,2019,-10.0
Slovenia,2020,4.2
Slovenia,2021,-13.3
Slovenia,2022,-13.1
Slovenia,2023,-17.6
Slovenia,2024,17.7
Slovenia,2025,-11.5
Slovakia,2016,-31.2
Slovakia,2017,157.8
Slovakia,2018,118.1
Slovakia,2019,-3.2
Slovakia,2020,-41.8
Slovakia,2021,-25.5
Slovakia,2022,-15.1
Slovakia,2023,2.7
Slovakia,2024,-12.0
Slovakia,2025,16.7
Ukraine,2022,-27.2
Ukraine,2023,72.3
Ukraine,2024,-9.1
Ukraine,2025,5.4
Kosovo*,2022,-18.9
Kosovo*,2023,-4.4
Kosovo*,2024,20.9
Kosovo*,2025,-16.3
Belgium,2015,100.0
Belgium,2016,92.0
Belgium,2017,112.3
Belgium,2018,107.5
Belgium,2019,118.9
Belgium,2020,88.0
Belgium,2021,100.2
Belgium,2022,136.1
Belgium,2023,152.8
Bulgaria,2015,100.0
Bulgaria,2016,87.1
Bulgaria,2017,93.1
Bulgaria,2018,83.6
Bulgaria,2019,89.7
Bulgaria,2020,54.3
Bulgaria,2021,53.4
Bulgaria,2022,65.5
Bulgaria,2023,50.9
Cyprus,2015,100.0
Cyprus,2016,100.0
Cyprus,2017,33.3
Cyprus,2018,100.0
Cyprus,2019,66.7
Cyprus,2020,0.0
Cyprus,2021,66.7
Cyprus,2022,0.0
Cyprus,2023,0.0
Germany,2015,100.0
Germany,2016,95.8
Germany,2017,91.5
Germany,2018,88.0
Germany,2019,94.2
Germany,2020,76.3
Germany,2021,70.9
Germany,2022,76.5
Germany,2023,76.7
Denmark,2015,100.0
Denmark,2016,141.7
Denmark,2017,189.4
Denmark,2018,230.5
Denmark,2019,345.0
Denmark,2020,201.3
Denmark,2021,311.9
Denmark,2022,296.0
Denmark,2023,270.2
Euro area - 19 countries  (2015-2022),2015,100.0
Euro area - 19 countries  (2015-2022),2016,91.1
Euro area - 19 countries  (2015-2022),2017,98.0
Euro area - 19 countries  (2015-2022),2018,120.6
Euro area - 19 countries  (2015-2022),2019,129.9
Euro area - 19 countries  (2015-2022),2020,101.7
Euro area - 19 countries  (2015-2022),2021,145.8
Euro area - 19 countries  (2015-2022),2022,181.1
Euro area - 19 countries  (2015-2022),2023,204.4
Euro area – 20 countries (2023-2025),2015,100.0
Euro area – 20 countries (2023-2025),2016,95.5
Euro area – 20 countries (2023-2025),2017,101.0
Euro area – 20 countries (2023-2025),2018,122.3
Euro area – 20 countries (2023-2025),2019,131.1
Euro area – 20 countries (2023-2025),2020,103.0
Euro area – 20 countries (2023-2025),2021,147.9
Euro area – 20 countries (2023-2025),2022,184.6
Euro area – 20 countries (2023-2025),2023,206.6
Estonia,2015,100.0
Estonia,2016,91.7
Estonia,2017,83.3
Estonia,2018,83.3
Estonia,2019,91.7
Estonia,2020,91.7
Estonia,2021,50.0
Estonia,2022,25.0
Estonia,2023,50.0
Spain,2015,100.0
Spain,2016,84.1
Spain,2017,100.0
Spain,2018,122.6
Spain,2019,136.0
Spain,2020,118.9
Spain,2021,280.5
Spain,2022,401.8
Spain,2023,451.8
European Union - 27 countries (from 2020),2015,100.0
European Union - 27 countries (from 2020),2016,83.2
European Union - 27 countries (from 2020),2017,91.0
European Union - 27 countries (from 2020),2018,112.7
European Union - 27 countries (from 2020),2019,123.9
European Union - 27 countries (from 2020),2020,100.0
European Union - 27 countries (from 2020),2021,125.5
European Union - 27 countries (from 2020),2022,150.3
European Union - 27 countries (from 2020),2023,163.7
France,2015,100.0
France,2016,99.7
France,2017,104.6
France,2018,117.0
France,2019,119.8
France,2020,69.9
France,2021,67.2
France,2022,99.4
France,2023,129.7
Croatia,2015,100.0
Croatia,2016,455.6
Croatia,2017,352.5
Croatia,2018,268.7
Croatia,2019,233.3
Croatia,2020,205.1
Croatia,2021,327.3
Croatia,2022,470.7
Croatia,2023,392.9
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,49.9
Hungary,2022,81.3
Hungary,2023,180.1
Iceland,2015,100.0
Iceland,2016,115.8
Iceland,2017,147.4
Iceland,2018,168.4
Iceland,2019,115.8
Iceland,2020,147.4
Iceland,2021,157.9
Iceland,2022,52.6
Iceland,2023,200.0
Italy,2015,100.0
Italy,2016,83.9
Italy,2017,76.3
Italy,2018,74.2
Italy,2019,76.3
Italy,2020,59.5
Italy,2021,73.5
Italy,2022,61.5
Italy,2023,68.1
Lithuania,2015,100.0
Lithuania,2016,130.0
Lithuania,2017,121.6
Lithuania,2018,96.8
Lithuania,2019,83.2
Lithuania,2020,40.5
Lithuania,2021,43.2
Lithuania,2022,51.6
Lithuania,2023,41.1
Luxembourg,2015,100.0
Luxembourg,2016,115.6
Luxembourg,2017,103.1
Luxembourg,2018,93.8
Luxembourg,2019,87.5
Luxembourg,2020,93.8
Luxembourg,2021,96.9
Luxembourg,2022,103.1
Luxembourg,2023,103.1
Latvia,2015,100.0
Latvia,2016,84.6
Latvia,2017,76.9
Latvia,2018,67.7
Latvia,2019,64.6
Latvia,2020,44.6
Latvia,2021,21.5
Latvia,2022,41.5
Latvia,2023,12.3
Netherlands,2015,100.0
Netherlands,2016,98.0
Netherlands,2017,80.3
Netherlands,2018,87.3
Netherlands,2019,87.3
Netherlands,2020,87.7
Netherlands,2021,53.3
Netherlands,2022,55.7
Netherlands,2023,96.7
Norway,2015,100.0
Norway,2016,91.5
Norway,2017,111.5
Norway,2018,113.9
Norway,2019,113.3
Norway,2020,107.9
Norway,2021,99.4
Norway,2022,89.1
Norway,2023,103.0
Poland,2015,100.0
Poland,2016,45.0
Poland,2017,62.5
Poland,2018,95.0
Poland,2019,107.5
Poland,2020,97.5
Poland,2021,52.5
Poland,2022,57.5
Poland,2023,35.0
Portugal,2015,100.0
Portugal,2016,85.1
Portugal,2017,57.2
Portugal,2018,51.0
Portugal,2019,53.6
Portugal,2020,51.0
Portugal,2021,45.9
Portugal,2022,48.5
Portugal,2023,53.6
Romania,2015,100.0
Romania,2016,41.3
Romania,2017,47.0
Romania,2018,58.2
Romania,2019,83.6
Romania,2020,90.3
Romania,2021,96.1
Romania,2022,51.7
Romania,2023,52.9
Slovenia,2015,100.0
Slovenia,2016,88.9
Slovenia,2017,85.7
Slovenia,2018,131.7
Slovenia,2019,163.5
Slovenia,2020,125.4
Slovenia,2021,122.2
Slovenia,2022,168.3
Slovenia,2023,139.7
Slovakia,2015,100.0
Slovakia,2016,100.0
Slovakia,2017,300.0
Slovakia,2018,838.5
Slovakia,2019,953.8
Slovakia,2020,723.1
Slovakia,2021,646.2
Slovakia,2022,430.8
Slovakia,2023,430.8
Austria,2019,133.3
Austria,2020,73.9
Austria,2021,100.0
Austria,2022,125.2
Austria,2023,123.8
Austria,2024,142.0
Austria,2025,160.0
Belgium,2015,99.8
Belgium,2016,91.8
Belgium,2017,112.0
Belgium,2018,107.3
Belgium,2019,118.6
Belgium,2020,87.8
Belgium,2021,100.0
Belgium,2022,135.8
Belgium,2023,152.5
Belgium,2024,170.4
Belgium,2025,195.8
Bulgaria,2015,187.1
Bulgaria,2016,162.9
Bulgaria,2017,182.3
Bulgaria,2018,156.5
Bulgaria,2019,167.7
Bulgaria,2020,101.6
Bulgaria,2021,100.0
Bulgaria,2022,122.6
Bulgaria,2023,95.2
Bulgaria,2024,111.3
Bulgaria,2025,96.8
Cyprus,2015,150.0
Cyprus,2016,150.0
Cyprus,2017,50.0
Cyprus,2018,150.0
Cyprus,2019,100.0
Cyprus,2020,0.0
Cyprus,2021,100.0
Cyprus,2022,0.0
Cyprus,2023,0.0
Cyprus,2024,150.0
Cyprus,2025,0.0
Czechia,2021,100.0
Czechia,2022,112.4
Czechia,2023,120.4
Czechia,2024,169.6
Czechia,2025,181.6
Germany,2015,141.0
Germany,2016,135.0
Germany,2017,128.9
Germany,2018,124.0
Germany,2019,132.7
Germany,2020,107.5
Germany,2021,100.0
Germany,2022,107.9
Germany,2023,110.4
Germany,2024,126.8
Germany,2025,138.6
Denmark,2015,32.1
Denmark,2016,45.5
Denmark,2017,60.9
Denmark,2018,73.8
Denmark,2019,110.9
Denmark,2020,64.5
Denmark,2021,100.0
Denmark,2022,94.7
Denmark,2023,86.8
Denmark,2024,74.9
Denmark,2025,97.2
Euro area - 19 countries  (2015-2022),2015,123.8
Euro area - 19 countries  (2015-2022),2016,118.1
Euro area - 19 countries  (2015-2022),2017,114.1
Euro area - 19 countries  (2015-2022),2018,120.7
Euro area - 19 countries  (2015-2022),2019,124.4
Euro area - 19 countries  (2015-2022),2020,90.5
Euro area - 19 countries  (2015-2022),2021,100.0
Euro area - 19 countries  (2015-2022),2022,123.0
Euro area - 19 countries  (2015-2022),2023,132.0
Euro area – 20 countries (2023-2025),2015,122.4
Euro area – 20 countries (2023-2025),2016,118.4
Euro area – 20 countries (2023-2025),2017,114.0
Euro area – 20 countries (2023-2025),2018,120.1
Euro area – 20 countries (2023-2025),2019,123.6
Euro area – 20 countries (2023-2025),2020,90.1
Euro area – 20 countries (2023-2025),2021,100.0
Euro area – 20 countries (2023-2025),2022,129.7
Euro area – 20 countries (2023-2025),2023,152.3
Euro area – 20 countries (2023-2025),2024,206.8
Euro area – 20 countries (2023-2025),2025,241.6
Euro area – 21 countries (from 2026),2015,124.0
Euro area – 21 countries (from 2026),2016,119.5
Euro area – 21 countries (from 2026),2017,115.7
Euro area – 21 countries (from 2026),2018,121.0
Euro area – 21 countries (from 2026),2019,124.7
Euro area – 21 countries (from 2026),2020,90.4
Euro area – 21 countries (from 2026),2021,100.0
Euro area – 21 countries (from 2026),2022,129.5
Euro area – 21 countries (from 2026),2023,151.0
Euro area – 21 countries (from 2026),2024,204.7
Euro area – 21 countries (from 2026),2025,238.4
Estonia,2015,200.0
Estonia,2016,183.3
Estonia,2017,166.7
Estonia,2018,166.7
Estonia,2019,183.3
Estonia,2020,183.3
Estonia,2021,100.0
Estonia,2022,50.0
Estonia,2023,100.0
Estonia,2024,150.0
Estonia,2025,183.3
Greece,2021,
Greece,2022,
Greece,2023,
Greece,2024,
Greece,2025,
Spain,2015,35.7
Spain,2016,30.0
Spain,2017,35.7
Spain,2018,43.7
Spain,2019,48.5
Spain,2020,42.4
Spain,2021,100.0
Spain,2022,143.3
Spain,2023,132.6
Spain,2024,186.3
Spain,2025,218.9
European Union - 27 countries (from 2020),2015,133.5
European Union - 27 countries (from 2020),2016,109.0
European Union - 27 countries (from 2020),2017,110.9
European Union - 27 countries (from 2020),2018,125.0
European Union - 27 countries (from 2020),2019,133.1
European Union - 27 countries (from 2020),2020,104.1
European Union - 27 countries (from 2020),2021,100.0
European Union - 27 countries (from 2020),2022,121.4
European Union - 27 countries (from 2020),2023,138.3
European Union - 27 countries (from 2020),2024,185.2
European Union - 27 countries (from 2020),2025,214.9
Finland,2020,72.0
Finland,2021,100.0
Finland,2022,102.6
Finland,2023,118.7
Finland,2024,121.2
Finland,2025,150.8
France,2015,148.8
France,2016,148.3
France,2017,155.6
France,2018,174.0
France,2019,178.2
France,2020,104.0
France,2021,100.0
France,2022,148.1
France,2023,194.4
France,2024,254.5
France,2025,271.8
